,prompt,completion
612,"Ribb tried to ignore his daughter and kept his eyes fixed on Ruby.
‘She looks like a…’ He managed to stop himself just in time. His daughter was going to a teenage disco, yet she looked as if she was about to set up business in the Wallen.
‘She's only going to a", disco
613,"I raked my hands over my face, trying to wake myself. Two officers stood just outside Melanie's room, talking quietly as I approached them. ""I'm Daniel Montgomery. You needed to speak with me?""

""We need to ask you a couple of questions."" I answered each of their questions as honestly and as straightforwardly as I could, feeling only slightly uncomfortable when they asked about my relationship with", Melanie
614,"“Well now,” Mr. Pegg said.. “I’m glad we got all of that business taken care of. Let’s get to those prizes.” He reached into his briefcase and took out four silver plastic cards. He set the cards down on the table in front of them with care.
	“Wow,” Ana said, staring at the", cards
615,"""I'm not looking forward to the hit my department will take when the media finds out we have no suspects.""
<><><>


At the interstate rest stop, Anne stepped out of Hank’s truck, pulled off the black baseball cap, and shook her now-blonde waves.
“Seems odd seeing you in blonde hair,” said", Hank
616,"Silence filled the air as he weighed the decision before him. He let go of Claudia, stepping away from the vampire. ""Do as she says, Claudia.""

""What?!"" Claudia spat. ""You forget who you've sworn to protect, prince.""

""I never swore to protect you,", Claudia
617,"""We shall depart from the river in one hour. Gregor, you must go to the armory to prepare,"" Solovet said.

One hour? Was that all that was left? ""I'll dress. on the trip. I want to be with my sisters,"" said Gregor.

""They will be accompanying us,"" said", Solovet
618,"Buck took a pocket calculator out of a drawer and began punching in numbers and mumbling to himself. ""Four hundred miles round trip. Gear rental for two nights. Three people. Guided? Unguided?""

""Just the three of us.""

""You're looking at around three thousand.""

Kalyn glanced at Will. He nodded, mouthed ""I can cover it,"" then turned back to", Buck
619,"‘From Earth’s viewpoint, you yourself represent a serious threat to the safety and smooth running of our empire. Seven further versions of you make it imperative that preventive action be taken.’
‘OK.’
Debois hesitated.
‘We have already disposed of one of those seven; Number Six. We need you to finish the job and deal with the other", six
620,"“W’at ’bout da kitchen?” Arlette asked. “Why kan’t we stay dere?”
“Two a da veterans will take care a da backyard,” David said.
“Why? Da Klan’s ridin’ in da front,” Lucille said, a bite in her voice.
“If you two’d listen once in a while, you’d be knowin’,” David said and glared at", Arlette
621,"The digital clock chimed at seven p.m. by the time I finished with work, and I was all alone in the office since George had already left an hour earlier. I stretched my arms over my head slowly and leisurely, savoring the release of tension from my muscles and joints.

Constantijin hadn't called me for, like,", hours
622,"And you can bring home some candles from the mine tomorrow. That’ll be a saving. Everyone uses them. Pink they are.’
Archie was taken aback. ‘Surely that’s stealing,’ he said.
‘Surely you’re right,’ she agreed.
Archie crinkled his brow. The daughter of the mine manager was telling him to steal the company’s", candles
623,"I plan on staying with Corbin for a couple more months, but it wouldn’t hurt to have an idea of what I’ll want for my own place when I do finally move out. I’m hoping it’ll be just as easy to shop when that time comes as it was for Miles today.

“I’ve never seen anyone shop this fast,” I tell him.

“Disappointed?”

I quickly shake my head. If there’s one thing I don’t do well as a girl, it’s", shop
624,"""Why kids?"" Max said. ""We're all addicted to those things.""

""Not me,"" Loralei said.

Carl huffed. ""Right. Your hands are on your iPhone more than they're on me."" He looked around at all of us. ""Why do you think we don't have", kids
625,"Even though I had an ample amount of time to decide, I was torn over which direction to take my life. Thinking of everything that Jack had sacrificed for Alanna, willingly, without complaint, made it feel a little selfish to me to do anything other than give Teren exactly what he wanted.

But I couldn't really compare the situation. Jack may have had no better option to him than his life with", Alanna
626,"Montrose made his way back to the front door, blocking blow after the blow from the battle-crazed man in front of him. He stumbled backwards out the inn door, then tripped down the stone steps of the tavern and fell onto his back in the muddy street. For a brief, terrifying moment he thought his attacker might follow him, but he saw a dark whirl of the man’s cloak just inside the door as his opponent turned back into the", inn
627,"Maybe it just seems that the older they are, the more experience they should have. Or at least that's my way of thinking.

""Where were you bitten?"" This comes from paramedic number one, on my left.

""The back of my left knee.""

He nods to paramedic number two, who begins placing a cuff around my arm as paramedic number one lifts my leg to examine the", bite
628,"There were a few other cars in the parking lot. I was hoping there wouldn't be unsuspecting visitors caught up in this, but it was too late to worry. Everybody was in the crossfire now. Six billion potential innocent bystanders.

I took the steep stairs toward the chapel at a run.

Sweat dried on my skin as I pounded up the steps, and I was about halfway up when I realized that somebody was right behind me, and", gaining
629,"The Director jumped up, went to a counter, handed over a ten, and brought back a plate of red velvet cakes. He put them in front of Rusty, whose eyes widened with pleasure. She grabbed one in a napkin and began dunking it into her bowl of coffee.
Danish shook his head and grinned at the", Director
